condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Autoimmune Disease,Rheumatoid Arthritis,M05559,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05561,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05562,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05569,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05571,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05572,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05579,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0559,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0560,Rheumatoid arthritis of unspecified site with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05611,Rheumatoid arthritis of right shoulder with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05612,Rheumatoid arthritis of left shoulder with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05619,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05621,Rheumatoid arthritis of right elbow with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05622,Rheumatoid arthritis of left elbow with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05629,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05631,Rheumatoid arthritis of right wrist with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05632,Rheumatoid arthritis of left wrist with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05639,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05641,Rheumatoid arthritis of right hand with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05642,Rheumatoid arthritis of left hand with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05649,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05651,Rheumatoid arthritis of right hip with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05652,Rheumatoid arthritis of left hip with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05659,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05661,Rheumatoid arthritis of right knee with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05662,Rheumatoid arthritis of left knee with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05669,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05671,Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05672,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05679,Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0569,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0570,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05712,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05719,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05721,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05722,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05729,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05731,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05732,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05739,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05749,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05751,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05752,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05759,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05761,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05762,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05769,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05771,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05772,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05779,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0579,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M057A,Rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0580,Other rheumatoid arthritis with rheumatoid factor of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05811,Other rheumatoid arthritis with rheumatoid factor of right shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05812,Other rheumatoid arthritis with rheumatoid factor of left shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05819,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05821,Other rheumatoid arthritis with rheumatoid factor of right elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05822,Other rheumatoid arthritis with rheumatoid factor of left elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05829,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05831,Other rheumatoid arthritis with rheumatoid factor of right wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05832,Other rheumatoid arthritis with rheumatoid factor of left wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05839,Other rheumatoid arthritis with rheumatoid factor of unspecified wrist,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05841,Other rheumatoid arthritis with rheumatoid factor of right hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05842,Other rheumatoid arthritis with rheumatoid factor of left hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05849,Other rheumatoid arthritis with rheumatoid factor of unspecified hand,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05851,Other rheumatoid arthritis with rheumatoid factor of right hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05852,Other rheumatoid arthritis with rheumatoid factor of left hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05859,Other rheumatoid arthritis with rheumatoid factor of unspecified hip,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05861,Other rheumatoid arthritis with rheumatoid factor of right knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05862,Other rheumatoid arthritis with rheumatoid factor of left knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05869,Other rheumatoid arthritis with rheumatoid factor of unspecified knee,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05871,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05872,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M05879,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0589,Other rheumatoid arthritis with rheumatoid factor of multiple sites,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M058A,Other rheumatoid arthritis with rheumatoid factor of other specified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M059,"Rheumatoid arthritis with rheumatoid factor, unspecified",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0600,"Rheumatoid arthritis without rheumatoid factor, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06011,"Rheumatoid arthritis without rheumatoid factor, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06012,"Rheumatoid arthritis without rheumatoid factor, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06019,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06021,"Rheumatoid arthritis without rheumatoid factor, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06022,"Rheumatoid arthritis without rheumatoid factor, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06029,"Rheumatoid arthritis without rheumatoid factor, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06031,"Rheumatoid arthritis without rheumatoid factor, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06032,"Rheumatoid arthritis without rheumatoid factor, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06039,"Rheumatoid arthritis without rheumatoid factor, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06041,"Rheumatoid arthritis without rheumatoid factor, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06042,"Rheumatoid arthritis without rheumatoid factor, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06049,"Rheumatoid arthritis without rheumatoid factor, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06051,"Rheumatoid arthritis without rheumatoid factor, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06052,"Rheumatoid arthritis without rheumatoid factor, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06059,"Rheumatoid arthritis without rheumatoid factor, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06061,"Rheumatoid arthritis without rheumatoid factor, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06062,"Rheumatoid arthritis without rheumatoid factor, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06069,"Rheumatoid arthritis without rheumatoid factor, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06071,"Rheumatoid arthritis without rheumatoid factor, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06072,"Rheumatoid arthritis without rheumatoid factor, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06079,"Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0608,"Rheumatoid arthritis without rheumatoid factor, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0609,"Rheumatoid arthritis without rheumatoid factor, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M060A,"Rheumatoid arthritis without rheumatoid factor, other specified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M061,Adult-onset Still's disease,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0620,"Rheumatoid bursitis, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06211,"Rheumatoid bursitis, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06212,"Rheumatoid bursitis, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06219,"Rheumatoid bursitis, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06221,"Rheumatoid bursitis, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06222,"Rheumatoid bursitis, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06229,"Rheumatoid bursitis, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06231,"Rheumatoid bursitis, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06232,"Rheumatoid bursitis, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06239,"Rheumatoid bursitis, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06241,"Rheumatoid bursitis, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06242,"Rheumatoid bursitis, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06249,"Rheumatoid bursitis, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06251,"Rheumatoid bursitis, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06252,"Rheumatoid bursitis, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06259,"Rheumatoid bursitis, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06261,"Rheumatoid bursitis, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06262,"Rheumatoid bursitis, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06269,"Rheumatoid bursitis, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06271,"Rheumatoid bursitis, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06272,"Rheumatoid bursitis, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06279,"Rheumatoid bursitis, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0628,"Rheumatoid bursitis, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0629,"Rheumatoid bursitis, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0630,"Rheumatoid nodule, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06311,"Rheumatoid nodule, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06312,"Rheumatoid nodule, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06319,"Rheumatoid nodule, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06321,"Rheumatoid nodule, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06322,"Rheumatoid nodule, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06329,"Rheumatoid nodule, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06331,"Rheumatoid nodule, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06332,"Rheumatoid nodule, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06339,"Rheumatoid nodule, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06341,"Rheumatoid nodule, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06342,"Rheumatoid nodule, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06349,"Rheumatoid nodule, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06351,"Rheumatoid nodule, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06352,"Rheumatoid nodule, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06359,"Rheumatoid nodule, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06361,"Rheumatoid nodule, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06362,"Rheumatoid nodule, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06369,"Rheumatoid nodule, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06371,"Rheumatoid nodule, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06372,"Rheumatoid nodule, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06379,"Rheumatoid nodule, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0638,"Rheumatoid nodule, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0639,"Rheumatoid nodule, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0680,"Other specified rheumatoid arthritis, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06811,"Other specified rheumatoid arthritis, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06812,"Other specified rheumatoid arthritis, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06819,"Other specified rheumatoid arthritis, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06821,"Other specified rheumatoid arthritis, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06822,"Other specified rheumatoid arthritis, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06829,"Other specified rheumatoid arthritis, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06831,"Other specified rheumatoid arthritis, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06832,"Other specified rheumatoid arthritis, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06839,"Other specified rheumatoid arthritis, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06841,"Other specified rheumatoid arthritis, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06842,"Other specified rheumatoid arthritis, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06849,"Other specified rheumatoid arthritis, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06851,"Other specified rheumatoid arthritis, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06852,"Other specified rheumatoid arthritis, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06859,"Other specified rheumatoid arthritis, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06861,"Other specified rheumatoid arthritis, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06862,"Other specified rheumatoid arthritis, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06869,"Other specified rheumatoid arthritis, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06871,"Other specified rheumatoid arthritis, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06872,"Other specified rheumatoid arthritis, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M06879,"Other specified rheumatoid arthritis, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0688,"Other specified rheumatoid arthritis, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0689,"Other specified rheumatoid arthritis, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M068A,"Other specified rheumatoid arthritis, other specified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M069,"Rheumatoid arthritis, unspecified",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0800,Unspecified juvenile rheumatoid arthritis of unspecified site,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08011,"Unspecified juvenile rheumatoid arthritis, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08012,"Unspecified juvenile rheumatoid arthritis, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08019,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08021,"Unspecified juvenile rheumatoid arthritis, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08022,"Unspecified juvenile rheumatoid arthritis, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08031,"Unspecified juvenile rheumatoid arthritis, right wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08032,"Unspecified juvenile rheumatoid arthritis, left wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08041,"Unspecified juvenile rheumatoid arthritis, right hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08042,"Unspecified juvenile rheumatoid arthritis, left hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08049,"Unspecified juvenile rheumatoid arthritis, unspecified hand",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08051,"Unspecified juvenile rheumatoid arthritis, right hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08052,"Unspecified juvenile rheumatoid arthritis, left hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08061,"Unspecified juvenile rheumatoid arthritis, right knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08062,"Unspecified juvenile rheumatoid arthritis, left knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08069,"Unspecified juvenile rheumatoid arthritis, unspecified knee",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08071,"Unspecified juvenile rheumatoid arthritis, right ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08072,"Unspecified juvenile rheumatoid arthritis, left ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08079,"Unspecified juvenile rheumatoid arthritis, unspecified ankle and foot",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0808,"Unspecified juvenile rheumatoid arthritis, vertebrae",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0809,"Unspecified juvenile rheumatoid arthritis, multiple sites",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M080A,"Unspecified juvenile rheumatoid arthritis, other specified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M081,Juvenile ankylosing spondylitis,rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M0820,"Juvenile rheumatoid arthritis with systemic onset, unspecified site",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08211,"Juvenile rheumatoid arthritis with systemic onset, right shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08212,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08219,"Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08221,"Juvenile rheumatoid arthritis with systemic onset, right elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08222,"Juvenile rheumatoid arthritis with systemic onset, left elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08229,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow",rheumatoid_arthritis
Autoimmune Disease,Rheumatoid Arthritis,M08231,"Juvenile rheumatoid arthritis with systemic onset, right wrist",rheumatoid_arthritis
